household_id,settlement_id,settlement_name,ward_code,lga_code,head_of_household_initials,structure_number,children_under5_last_round,last_visit_date,consent_to_follow_up,gps_longitude,gps_latitude
BAN-001951,S01383,Bikotu,W019,LGA04,A. Funo,134,0,2025-10-19,yes,7.703433,10.850363
BAN-001952,S01383,Bikotu,W019,LGA04,H. Zubi,102,4,2025-10-15,yes,7.70387,10.850288
BAN-001953,S01383,Bikotu,W019,LGA04,M. Cham,157,1,2025-10-06,yes,7.703869,10.850173
BAN-001954,S01921,Mabawa,W029,LGA04,I. Lami,173,3,2025-12-02,yes,7.933882,11.091128
BAN-001955,S01921,Mabawa,W029,LGA04,I. Haru,193,1,2025-11-01,yes,7.933087,11.091908
BAN-001956,S01921,Mabawa,W029,LGA04,R. Abu,130,2,2025-10-26,yes,7.934285,11.092604
BAN-001957,S02129,Nuluwo,W033,LGA03,R. Funo,246,3,2025-11-11,yes,7.993769,11.148267
BAN-001958,S02129,Nuluwo,W033,LGA03,H. Zubi,37,0,2025-11-26,yes,7.99416,11.14855
BAN-001959,S02329,Bishasa,W037,LGA03,U. Umar,186,0,2025-11-09,yes,8.178264,11.542983
BAN-001960,S02329,Bishasa,W037,LGA03,K. Yaro,72,3,2025-10-07,yes,8.181787,11.542303
BAN-001961,S02329,Bishasa,W037,LGA03,B. Nura,99,4,2025-10-22,yes,8.178682,11.545
BAN-001962,S02168,Olnaba,W034,LGA03,M. Isa,237,0,2025-10-29,yes,8.245058,11.213949
BAN-001963,S02168,Olnaba,W034,LGA03,I. Sule,82,3,2025-11-12,yes,8.245975,11.214016
BAN-001964,S02168,Olnaba,W034,LGA03,B. Pama,188,2,2025-10-25,yes,8.246387,11.214882
BAN-001965,S02168,Olnaba,W034,LGA03,U. Oje,133,1,2025-10-06,yes,8.246009,11.213039
BAN-001966,S01714,Ibraja,W026,LGA03,A. Lami,124,2,2025-11-19,yes,7.716752,11.525435
BAN-001967,S00883,Ritsiba,W011,LGA02,B. Pama,71,4,2025-11-03,yes,7.593945,10.406924
BAN-001968,S00883,Ritsiba,W011,LGA02,K. Rabi,47,3,2025-11-18,yes,7.593518,10.406037
BAN-001969,S00883,Ritsiba,W011,LGA02,Y. Funo,87,1,2025-10-19,no,7.595575,10.4066
BAN-001970,S00883,Ritsiba,W011,LGA02,F. Umar,141,0,2025-11-17,yes,7.596061,10.407756
BAN-001971,S02271,Ekwatu-Sabo,W035,LGA04,B. Ede,129,1,2025-10-14,yes,8.232517,11.019685
BAN-001972,S00047,Dorita,W001,LGA01,M. Cham,98,4,2025-10-15,yes,7.082901,11.133628
BAN-001973,S01542,Daluta,W021,LGA02,U. Jibo,56,3,2025-12-04,yes,7.723956,10.5597
BAN-001974,S01542,Daluta,W021,LGA02,B. Jibo,63,4,2025-12-06,yes,7.725652,10.559558
BAN-001975,S01542,Daluta,W021,LGA02,H. Yaro,128,1,2025-10-23,yes,7.725478,10.558916
BAN-001976,S01542,Daluta,W021,LGA02,Y. Nura,203,1,2025-11-21,yes,7.724189,10.559664
BAN-001977,S02387,Wamani-Yamma,W038,LGA03,S. Musa,84,1,2025-10-19,yes,8.386051,11.2923
BAN-001978,S02176,Bitsina,W034,LGA03,F. Haru,96,2,2025-10-03,yes,8.239528,11.252428
BAN-001979,S01299,Doshasa,W017,LGA03,I. Zubi,107,1,2025-10-18,yes,7.523864,11.387914
BAN-001980,S01299,Doshasa,W017,LGA03,H. Funo,7,3,2025-11-06,no,7.523435,11.38938
BAN-001981,S02345,Ekraba,W037,LGA03,H. Ede,234,1,2025-10-08,yes,8.238769,11.48543
BAN-001982,S02345,Ekraba,W037,LGA03,K. Kabo,164,3,2025-10-23,yes,8.238227,11.485585
BAN-001983,S02345,Ekraba,W037,LGA03,R. Dogo,129,3,2025-10-09,yes,8.239066,11.484341
BAN-001984,S02345,Ekraba,W037,LGA03,H. Yaro,197,4,2025-10-16,no,8.239643,11.483358
BAN-001985,S02345,Ekraba,W037,LGA03,M. Dogo,51,4,2025-12-06,yes,8.237507,11.484737
BAN-001986,S02027,Zarisa,W031,LGA03,A. Ede,132,4,2025-11-27,yes,8.075971,11.279909
BAN-001987,S01503,Umbaba,W020,LGA01,Y. Ede,61,4,2025-11-01,no,7.607582,11.071884
BAN-001988,S00001,Surawa,W001,LGA01,A. Dogo,243,1,2025-12-03,yes,7.16636,11.173478
BAN-001989,S00001,Surawa,W001,LGA01,B. Jibo,99,1,2025-10-14,yes,7.166036,11.173364
BAN-001990,S00001,Surawa,W001,LGA01,I. Dogo,50,3,2025-11-25,yes,7.164953,11.17342
BAN-001991,S00001,Surawa,W001,LGA01,F. Lami,165,2,2025-12-08,yes,7.166153,11.173225
BAN-001992,S01537,Yengona,W021,LGA02,A. Jibo,258,4,2025-11-04,yes,7.873518,10.476303
BAN-001993,S01537,Yengona,W021,LGA02,Z. Oje,17,3,2025-10-15,yes,7.874818,10.477175
BAN-001994,S00125,Okmari,W002,LGA01,Z. Isa,120,4,2025-11-10,yes,7.140155,10.730871
BAN-001995,S00125,Okmari,W002,LGA01,H. Sule,244,2,2025-10-11,yes,7.140023,10.730624
BAN-001996,S00125,Okmari,W002,LGA01,I. Cham,165,4,2025-11-14,yes,7.139048,10.732015
BAN-001997,S00125,Okmari,W002,LGA01,A. Pama,10,1,2025-10-13,yes,7.140014,10.730341
BAN-001998,S00125,Okmari,W002,LGA01,Z. Kabo,168,2,2025-10-26,yes,7.14064,10.731702
BAN-001999,S01949,Uzdude,W030,LGA04,A. Haru,52,2,2025-12-07,yes,7.892207,10.621338
BAN-002000,S01949,Uzdude,W030,LGA04,U. Tanko,205,2,2025-10-28,yes,7.892735,10.620508
BAN-002001,S01959,Riyodu,W030,LGA04,B. Musa,66,0,2025-12-06,no,7.908886,10.630278
BAN-002002,S01959,Riyodu,W030,LGA04,M. Sule,34,3,2025-11-25,yes,7.907643,10.629136
BAN-002003,S01959,Riyodu,W030,LGA04,M. Dogo,27,0,2025-10-19,yes,7.906945,10.629628
BAN-002004,S00042,Damako,W001,LGA01,H. Oje,59,1,2025-10-03,yes,7.088152,11.135892
BAN-002005,S00042,Damako,W001,LGA01,M. Abu,182,3,2025-11-15,yes,7.08753,11.137516
BAN-002006,S02245,Nuduma-Tsakiya,W035,LGA04,B. Bala,150,3,2025-11-19,yes,8.280048,10.931725
BAN-002007,S01085,Dayoshi,W014,LGA01,Y. Sule,214,0,2025-10-20,yes,7.450842,11.388987
BAN-002008,S01085,Dayoshi,W014,LGA01,Z. Isa,247,3,2025-10-31,yes,7.450905,11.388228
BAN-002009,S01085,Dayoshi,W014,LGA01,R. Wada,171,1,2025-12-03,yes,7.45024,11.388078
BAN-002010,S01085,Dayoshi,W014,LGA01,F. Funo,17,3,2025-11-28,yes,7.451854,11.38947
BAN-002011,S01831,Bishashi,W028,LGA04,B. Zubi,10,1,2025-10-08,yes,7.988404,10.797538
BAN-002012,S01533,Irtide,W021,LGA02,Z. Lami,35,1,2025-12-06,yes,7.871819,10.492617
BAN-002013,S02223,Uzshami,W035,LGA04,S. Ede,37,4,2025-11-07,yes,8.303679,10.983531
BAN-002014,S01530,Mawani,W021,LGA02,H. Wada,4,4,2025-10-11,yes,7.875782,10.501044
BAN-002015,S01530,Mawani,W021,LGA02,U. Wada,144,0,2025-11-23,yes,7.876004,10.501567
BAN-002016,S01530,Mawani,W021,LGA02,I. Dogo,103,1,2025-12-03,yes,7.877822,10.501304
BAN-002017,S00564,Umngole,W007,LGA01,K. Funo,231,0,2025-11-26,no,7.383424,11.244625
BAN-002018,S00564,Umngole,W007,LGA01,U. Kabo,209,1,2025-10-25,yes,7.383588,11.246318
BAN-002019,S00564,Umngole,W007,LGA01,Y. Gani,66,0,2025-11-07,yes,7.383142,11.245628
BAN-002020,S00564,Umngole,W007,LGA01,U. Ede,193,3,2025-11-30,yes,7.382536,11.244231
BAN-002021,S00564,Umngole,W007,LGA01,M. Bala,130,0,2025-11-06,yes,7.383531,11.243461
BAN-002022,S00564,Umngole,W007,LGA01,A. Haru,95,4,2025-11-20,yes,7.382866,11.24564
BAN-002023,S00564,Umngole,W007,LGA01,U. Cham,112,4,2025-11-12,yes,7.381451,11.244421
BAN-002024,S01014,Yerile,W014,LGA01,M. Ede,140,0,2025-10-20,no,7.505607,11.433514
BAN-002025,S01014,Yerile,W014,LGA01,Y. Umar,207,3,2025-11-26,yes,7.505144,11.432889
BAN-002026,S00782,Ringoshi-Arewa,W008,LGA01,H. Jibo,174,3,2025-11-26,yes,7.412395,10.957123
BAN-002027,S00782,Ringoshi-Arewa,W008,LGA01,Z. Kabo,162,0,2025-11-23,yes,7.412666,10.95798
BAN-002028,S00782,Ringoshi-Arewa,W008,LGA01,Z. Jibo,244,4,2025-12-03,yes,7.413532,10.958228
BAN-002029,S00560,Waraba,W007,LGA01,R. Zubi,13,4,2025-11-07,yes,7.373755,11.202708
BAN-002030,S00560,Waraba,W007,LGA01,F. Sule,227,2,2025-10-02,yes,7.374156,11.202862
BAN-002031,S00560,Waraba,W007,LGA01,K. Musa,57,3,2025-11-09,yes,7.374402,11.204284
BAN-002032,S01525,Yengode,W021,LGA02,M. Yaro,119,3,2025-11-24,yes,7.874787,10.501351
BAN-002033,S01525,Yengode,W021,LGA02,Y. Dogo,231,2,2025-12-05,yes,7.876523,10.50168
BAN-002034,S02042,Lonata-Kudu,W031,LGA03,H. Kabo,93,1,2025-10-17,yes,8.082933,11.359301
BAN-002035,S02042,Lonata-Kudu,W031,LGA03,B. Haru,199,2,2025-12-09,yes,8.085928,11.359096
BAN-002036,S01889,Watsima-Tudun,W029,LGA04,K. Lami,237,0,2025-11-01,yes,8.009101,10.939384
BAN-002037,S01889,Watsima-Tudun,W029,LGA04,B. Pama,57,0,2025-10-28,no,8.010463,10.938773
BAN-002038,S00502,Uzwata-Yamma,W006,LGA01,I. Umar,100,0,2025-10-25,yes,7.260957,11.25399
BAN-002039,S00064,Okwadu,W001,LGA01,F. Gani,215,4,2025-11-21,yes,7.037833,10.949453
BAN-002040,S00064,Okwadu,W001,LGA01,U. Dogo,64,1,2025-11-20,yes,7.038125,10.949222
BAN-002041,S00064,Okwadu,W001,LGA01,M. Umar,207,1,2025-10-03,yes,7.036175,10.948564
BAN-002042,S02451,Wajidu,W039,LGA04,B. Bala,79,0,2025-12-07,yes,8.352083,10.878045
BAN-002043,S02451,Wajidu,W039,LGA04,R. Cham,36,0,2025-11-01,yes,8.351995,10.878576
BAN-002044,S02451,Wajidu,W039,LGA04,H. Umar,135,1,2025-11-12,yes,8.351918,10.877069
BAN-002045,S02451,Wajidu,W039,LGA04,K. Isa,64,0,2025-10-18,no,8.352833,10.877405
BAN-002046,S02451,Wajidu,W039,LGA04,R. Kabo,20,0,2025-11-05,yes,8.351729,10.875699
BAN-002047,S02451,Wajidu,W039,LGA04,B. Dogo,11,3,2025-10-12,yes,8.351029,10.877243
BAN-002048,S00627,Irluri,W007,LGA01,M. Ede,233,4,2025-11-11,no,7.367468,11.237989
BAN-002049,S00627,Irluri,W007,LGA01,F. Dogo,160,1,2025-10-13,yes,7.36732,11.236881
BAN-002050,S00627,Irluri,W007,LGA01,U. Lami,203,2,2025-10-02,yes,7.367284,11.237399
BAN-002051,S00627,Irluri,W007,LGA01,H. Gani,217,4,2025-11-09,no,7.367475,11.235384
BAN-002052,S01243,Okyoja,W016,LGA02,H. Kabo,88,1,2025-11-08,yes,7.628433,10.507515
BAN-002053,S01243,Okyoja,W016,LGA02,Y. Abu,129,4,2025-11-10,yes,7.627149,10.50715
BAN-002054,S01243,Okyoja,W016,LGA02,H. Isa,152,0,2025-11-04,yes,7.62757,10.509188
BAN-002055,S01243,Okyoja,W016,LGA02,B. Abu,71,4,2025-10-24,yes,7.627475,10.507735
BAN-002056,S01243,Okyoja,W016,LGA02,I. Gani,2,2,2025-11-22,no,7.627477,10.506985
BAN-002057,S01243,Okyoja,W016,LGA02,A. Jibo,33,2,2025-11-26,yes,7.628179,10.507992
BAN-002058,S01243,Okyoja,W016,LGA02,U. Kabo,61,4,2025-10-09,yes,7.629825,10.506374
BAN-002059,S01243,Okyoja,W016,LGA02,Z. Pama,140,3,2025-11-17,yes,7.629207,10.508012
BAN-002060,S01359,Nuyotu-Gabas,W018,LGA02,I. Lami,249,0,2025-12-03,yes,7.687711,10.615642
BAN-002061,S01359,Nuyotu-Gabas,W018,LGA02,M. Zubi,203,1,2025-10-14,yes,7.687489,10.61529
BAN-002062,S01359,Nuyotu-Gabas,W018,LGA02,B. Umar,9,2,2025-10-05,yes,7.689934,10.615175
BAN-002063,S01359,Nuyotu-Gabas,W018,LGA02,R. Umar,259,1,2025-10-17,no,7.687362,10.614653
BAN-002064,S01097,Irjina-Kudu,W015,LGA01,S. Musa,215,1,2025-11-23,yes,7.528721,11.23035
BAN-002065,S01097,Irjina-Kudu,W015,LGA01,K. Lami,204,2,2025-11-29,yes,7.528458,11.231057
BAN-002066,S01097,Irjina-Kudu,W015,LGA01,M. Oje,3,4,2025-11-27,yes,7.530621,11.230837
BAN-002067,S01907,Jingota,W029,LGA04,B. Dogo,53,0,2025-10-28,yes,7.973768,11.058595
BAN-002068,S01907,Jingota,W029,LGA04,K. Funo,213,1,2025-10-03,yes,7.972494,11.060429
BAN-002069,S01907,Jingota,W029,LGA04,U. Umar,115,3,2025-12-09,yes,7.973616,11.060454
BAN-002070,S01907,Jingota,W029,LGA04,U. Yaro,148,4,2025-10-11,yes,7.971609,11.05889
BAN-002071,S00437,Subatu,W006,LGA01,K. Nura,75,3,2025-11-30,yes,7.191892,11.346563
BAN-002072,S00074,Guluna,W001,LGA01,B. Sule,72,3,2025-11-13,yes,7.190177,11.158793
BAN-002073,S01909,Nuduri,W029,LGA04,R. Isa,189,4,2025-11-11,yes,7.961225,11.09823
BAN-002074,S01909,Nuduri,W029,LGA04,Y. Kabo,110,1,2025-11-22,yes,7.961873,11.097151
BAN-002075,S01909,Nuduri,W029,LGA04,H. Isa,18,3,2025-11-15,yes,7.964004,11.097189
BAN-002076,S01909,Nuduri,W029,LGA04,M. Musa,71,4,2025-11-24,yes,7.963364,11.096543
BAN-002077,S00590,Okshadu,W007,LGA01,Y. Zubi,183,4,2025-10-09,yes,7.342813,11.242307
BAN-002078,S00868,Ibbawo,W010,LGA02,I. Bala,63,3,2025-10-06,yes,7.475853,10.774542
BAN-002079,S00868,Ibbawo,W010,LGA02,H. Zubi,19,3,2025-12-06,yes,7.474044,10.776531
BAN-002080,S00868,Ibbawo,W010,LGA02,M. Gani,109,4,2025-10-31,yes,7.475606,10.774931
BAN-002081,S00868,Ibbawo,W010,LGA02,Y. Bala,45,4,2025-10-31,yes,7.47381,10.775915
BAN-002082,S02081,Halale,W032,LGA04,K. Jibo,236,2,2025-10-15,yes,8.097227,10.852735
BAN-002083,S02081,Halale,W032,LGA04,Y. Jibo,146,0,2025-10-24,yes,8.096135,10.8546
BAN-002084,S01566,Karimi-Kudu,W022,LGA03,B. Yaro,158,2,2025-10-28,yes,8.097834,11.564408
BAN-002085,S01566,Karimi-Kudu,W022,LGA03,K. Musa,209,1,2025-10-08,yes,8.099091,11.564661
BAN-002086,S00029,Kangofa,W001,LGA01,I. Ede,95,4,2025-11-13,yes,7.048988,11.023962
BAN-002087,S00029,Kangofa,W001,LGA01,Y. Cham,17,2,2025-10-30,yes,7.049063,11.024367
BAN-002088,S01643,Yengori,W024,LGA04,K. Dogo,113,2,2025-11-18,yes,7.788948,10.825685
BAN-002089,S00368,Yedena,W004,LGA02,U. Bala,47,1,2025-10-29,yes,7.216737,10.683784
BAN-002090,S00368,Yedena,W004,LGA02,U. Umar,132,2,2025-11-20,yes,7.218164,10.683478
BAN-002091,S00368,Yedena,W004,LGA02,K. Abu,206,2,2025-11-06,yes,7.215232,10.682937
BAN-002092,S02092,Matsitu,W032,LGA04,Y. Sule,55,0,2025-11-20,yes,8.108525,10.920736
BAN-002093,S02092,Matsitu,W032,LGA04,F. Pama,102,1,2025-11-19,no,8.106422,10.921337
BAN-002094,S02092,Matsitu,W032,LGA04,R. Haru,129,3,2025-11-17,yes,8.10899,10.922146
BAN-002095,S02353,Dozari-Sabo,W037,LGA03,U. Nura,131,2,2025-11-13,yes,8.194906,11.506205
BAN-002096,S02136,Enrashi-Kudu,W033,LGA03,H. Haru,139,1,2025-11-21,yes,8.067948,11.104233
BAN-002097,S02136,Enrashi-Kudu,W033,LGA03,B. Umar,59,0,2025-10-01,yes,8.068589,11.1031
BAN-002098,S02136,Enrashi-Kudu,W033,LGA03,I. Tanko,71,3,2025-10-18,yes,8.06769,11.102075
BAN-002099,S02136,Enrashi-Kudu,W033,LGA03,Y. Haru,190,2,2025-10-29,yes,8.068858,11.101752
BAN-002100,S00065,Danasa,W001,LGA01,A. Musa,112,4,2025-11-13,yes,7.165816,11.165433
BAN-002101,S01312,Sakoja-Arewa,W017,LGA03,F. Haru,25,1,2025-11-10,yes,7.560153,11.393465
BAN-002102,S00348,Lolutu,W004,LGA02,H. Sule,251,0,2025-10-15,yes,7.191188,10.679209
BAN-002103,S00348,Lolutu,W004,LGA02,A. Rabi,188,3,2025-12-06,yes,7.18889,10.68107
BAN-002104,S02334,Oktsiba,W037,LGA03,I. Dogo,21,3,2025-11-17,yes,8.192888,11.487635
BAN-002105,S02334,Oktsiba,W037,LGA03,S. Oje,100,1,2025-10-30,yes,8.193539,11.487825
BAN-002106,S02334,Oktsiba,W037,LGA03,U. Rabi,229,4,2025-11-28,yes,8.192437,11.488248
BAN-002107,S02334,Oktsiba,W037,LGA03,I. Lami,127,2,2025-10-10,yes,8.19287,11.489398
BAN-002108,S01988,Tamawa,W030,LGA04,Y. Kabo,41,0,2025-11-27,yes,7.930646,10.628756
BAN-002109,S01988,Tamawa,W030,LGA04,I. Ede,22,3,2025-11-08,yes,7.932415,10.628477
BAN-002110,S01988,Tamawa,W030,LGA04,I. Tanko,232,3,2025-10-15,yes,7.931541,10.62865
BAN-002111,S01988,Tamawa,W030,LGA04,R. Pama,152,1,2025-12-03,yes,7.931103,10.628014
BAN-002112,S01232,Irraja,W016,LGA02,A. Gani,56,2,2025-10-12,yes,7.565615,10.431357
BAN-002113,S01232,Irraja,W016,LGA02,K. Oje,35,0,2025-11-12,no,7.565833,10.430696
BAN-002114,S00877,Umlawo,W011,LGA02,M. Jibo,198,2,2025-10-07,yes,7.718196,10.460273
BAN-002115,S00877,Umlawo,W011,LGA02,Y. Abu,219,2,2025-11-14,no,7.716652,10.461917
BAN-002116,S00877,Umlawo,W011,LGA02,F. Haru,6,1,2025-10-26,yes,7.71836,10.460292
BAN-002117,S00177,Ibritu,W002,LGA01,M. Rabi,87,0,2025-10-20,yes,6.954455,10.888931
BAN-002118,S00177,Ibritu,W002,LGA01,U. Lami,23,0,2025-10-31,yes,6.954015,10.889285
BAN-002119,S01191,Bibako,W015,LGA01,F. Umar,83,4,2025-12-01,yes,7.525581,11.203543
BAN-002120,S01534,Irngode,W021,LGA02,S. Nura,131,4,2025-12-06,yes,7.916244,10.514036
BAN-002121,S01534,Irngode,W021,LGA02,H. Abu,223,3,2025-11-15,yes,7.915723,10.512734
BAN-002122,S02104,Kariri,W033,LGA03,F. Cham,228,2,2025-11-07,no,8.013388,11.138319
BAN-002123,S02104,Kariri,W033,LGA03,M. Wada,6,0,2025-10-18,yes,8.015158,11.139018
BAN-002124,S01148,Irmako,W015,LGA01,Z. Bala,167,0,2025-11-22,yes,7.505636,11.201939
BAN-002125,S01257,Suriyi,W016,LGA02,Z. Umar,20,0,2025-12-08,yes,7.664344,10.485746
BAN-002126,S01257,Suriyi,W016,LGA02,A. Kabo,35,0,2025-11-02,yes,7.664165,10.48672
BAN-002127,S01632,Numatu,W023,LGA03,S. Nura,29,4,2025-10-17,yes,7.805242,11.254212
BAN-002128,S01632,Numatu,W023,LGA03,Z. Isa,20,1,2025-10-06,yes,7.807169,11.25452
BAN-002129,S01632,Numatu,W023,LGA03,Y. Wada,194,1,2025-10-29,yes,7.808051,11.255555
BAN-002130,S01762,Umyota,W027,LGA03,M. Sule,221,0,2025-11-02,yes,7.924357,11.461095
BAN-002131,S01762,Umyota,W027,LGA03,M. Wada,108,4,2025-11-02,yes,7.925533,11.462918
BAN-002132,S01762,Umyota,W027,LGA03,A. Isa,140,4,2025-11-21,yes,7.925459,11.460412
BAN-002133,S01762,Umyota,W027,LGA03,I. Gani,253,3,2025-10-25,no,7.925713,11.462165
BAN-002134,S01762,Umyota,W027,LGA03,A. Haru,88,3,2025-11-27,yes,7.925214,11.461244
BAN-002135,S01762,Umyota,W027,LGA03,B. Umar,63,2,2025-10-09,yes,7.92376,11.460951
BAN-002136,S01762,Umyota,W027,LGA03,I. Gani,213,3,2025-10-06,yes,7.926405,11.461948
BAN-002137,S01893,Tasashi,W029,LGA04,R. Bala,14,4,2025-10-16,yes,8.065226,10.990664
BAN-002138,S02235,Ekzako,W035,LGA04,I. Ede,27,3,2025-11-11,yes,8.236899,10.958887
BAN-002139,S01326,Biduru,W018,LGA02,M. Funo,205,0,2025-11-04,yes,7.584032,10.629731
BAN-002140,S01326,Biduru,W018,LGA02,H. Isa,208,0,2025-10-30,yes,7.583285,10.630611
BAN-002141,S01326,Biduru,W018,LGA02,U. Tanko,82,4,2025-12-08,yes,7.583355,10.630957
BAN-002142,S01701,Dowami,W025,LGA04,H. Haru,239,1,2025-11-08,yes,7.79645,11.122722
BAN-002143,S01759,Uzluru,W027,LGA03,M. Musa,234,0,2025-10-01,yes,7.910919,11.455635
BAN-002144,S01759,Uzluru,W027,LGA03,Z. Bala,198,0,2025-11-03,yes,7.91001,11.455347
BAN-002145,S01759,Uzluru,W027,LGA03,H. Yaro,90,1,2025-11-26,yes,7.911479,11.457234
BAN-002146,S00300,Olluyi,W003,LGA01,I. Haru,21,1,2025-11-07,yes,7.257882,10.990792
BAN-002147,S00300,Olluyi,W003,LGA01,K. Umar,227,1,2025-10-19,yes,7.257733,10.990588
BAN-002148,S00300,Olluyi,W003,LGA01,Y. Bala,247,2,2025-10-15,yes,7.257865,10.990302
BAN-002149,S00300,Olluyi,W003,LGA01,A. Nura,154,1,2025-10-05,yes,7.257608,10.990784
BAN-002150,S00300,Olluyi,W003,LGA01,F. Ede,68,3,2025-10-24,yes,7.256928,10.989789
BAN-002151,S00300,Olluyi,W003,LGA01,R. Oje,156,2,2025-12-07,yes,7.257131,10.991207
BAN-002152,S00300,Olluyi,W003,LGA01,Y. Zubi,31,1,2025-10-30,yes,7.259814,10.99019
BAN-002153,S00742,Tawana,W008,LGA01,M. Gani,20,3,2025-12-06,yes,7.183878,10.927172
BAN-002154,S01290,Fariwo-Gabas,W017,LGA03,A. Gani,4,1,2025-10-21,yes,7.544203,11.394821
BAN-002155,S01290,Fariwo-Gabas,W017,LGA03,U. Nura,207,2,2025-10-29,no,7.544433,11.394671
BAN-002156,S01290,Fariwo-Gabas,W017,LGA03,I. Oje,101,2,2025-10-24,yes,7.544232,11.392941
BAN-002157,S01228,Dawako,W015,LGA01,M. Kabo,217,4,2025-10-14,yes,7.51472,11.367774
BAN-002158,S01228,Dawako,W015,LGA01,B. Lami,220,2,2025-11-17,yes,7.515476,11.367275
BAN-002159,S01228,Dawako,W015,LGA01,R. Bala,26,4,2025-10-16,yes,7.516395,11.366133
BAN-002160,S00873,Ibsharu,W011,LGA02,U. Cham,139,2,2025-11-14,yes,7.715549,10.48054
BAN-002161,S00873,Ibsharu,W011,LGA02,A. Pama,195,2,2025-10-27,yes,7.715572,10.47854
BAN-002162,S00873,Ibsharu,W011,LGA02,K. Gani,164,1,2025-10-26,yes,7.715486,10.481156
BAN-002163,S00873,Ibsharu,W011,LGA02,B. Bala,215,3,2025-12-09,yes,7.716021,10.479493
BAN-002164,S00873,Ibsharu,W011,LGA02,R. Jibo,142,3,2025-11-08,yes,7.716606,10.479218
BAN-002165,S00873,Ibsharu,W011,LGA02,Z. Pama,63,0,2025-11-04,yes,7.716132,10.479081
BAN-002166,S00873,Ibsharu,W011,LGA02,A. Wada,114,0,2025-11-15,no,7.716278,10.479505
BAN-002167,S02049,Habefa-Tudun,W032,LGA04,R. Oje,136,4,2025-12-05,no,8.059489,10.899482
BAN-002168,S02049,Habefa-Tudun,W032,LGA04,F. Bala,177,0,2025-11-01,yes,8.059223,10.89688
BAN-002169,S02049,Habefa-Tudun,W032,LGA04,Z. Isa,229,3,2025-11-15,yes,8.058891,10.898179
BAN-002170,S01981,Dolako,W030,LGA04,U. Gani,127,2,2025-11-18,no,7.917962,10.62774
BAN-002171,S01981,Dolako,W030,LGA04,R. Kabo,255,2,2025-11-22,yes,7.918206,10.62936
BAN-002172,S01981,Dolako,W030,LGA04,Z. Funo,218,1,2025-10-28,no,7.916753,10.629704
BAN-002173,S00618,Irbefa-Arewa,W007,LGA01,M. Ede,250,0,2025-11-18,yes,7.380029,11.24607
BAN-002174,S00618,Irbefa-Arewa,W007,LGA01,U. Funo,45,0,2025-12-08,yes,7.379245,11.247655
BAN-002175,S00618,Irbefa-Arewa,W007,LGA01,Z. Sule,3,4,2025-11-11,yes,7.379871,11.246681
BAN-002176,S01436,Ibyosa,W020,LGA01,B. Dogo,201,2,2025-10-02,yes,7.736991,11.14452
BAN-002177,S01436,Ibyosa,W020,LGA01,I. Wada,146,3,2025-11-19,yes,7.735879,11.144793
BAN-002178,S01276,Nujija,W016,LGA02,S. Bala,218,1,2025-10-10,yes,7.587165,10.453059
BAN-002179,S01276,Nujija,W016,LGA02,Y. Isa,132,4,2025-10-18,yes,7.584892,10.454058
BAN-002180,S01276,Nujija,W016,LGA02,K. Nura,124,4,2025-11-03,yes,7.584679,10.451753
BAN-002181,S00783,Nuyoko,W008,LGA01,A. Isa,40,4,2025-10-17,yes,7.382591,10.95273
BAN-002182,S00783,Nuyoko,W008,LGA01,U. Bala,231,3,2025-12-08,yes,7.381184,10.952351
BAN-002183,S01787,Ekkota-Sabo,W027,LGA03,Z. Haru,15,2,2025-10-10,yes,7.93124,11.452422
BAN-002184,S01787,Ekkota-Sabo,W027,LGA03,U. Oje,35,0,2025-10-09,yes,7.929832,11.451959
BAN-002185,S01787,Ekkota-Sabo,W027,LGA03,U. Abu,214,3,2025-11-18,yes,7.930615,11.452148
BAN-002186,S01787,Ekkota-Sabo,W027,LGA03,S. Lami,80,2,2025-10-12,yes,7.931717,11.45441
BAN-002187,S01172,Fanasa,W015,LGA01,F. Funo,154,4,2025-10-12,yes,7.650293,11.252934
BAN-002188,S01172,Fanasa,W015,LGA01,Z. Oje,38,1,2025-11-02,yes,7.652247,11.255018
BAN-002189,S00119,Ekshani,W001,LGA01,S. Zubi,231,1,2025-11-26,yes,7.051029,11.06771
BAN-002190,S00119,Ekshani,W001,LGA01,M. Nura,215,1,2025-11-15,yes,7.04919,11.066017
BAN-002191,S00119,Ekshani,W001,LGA01,B. Pama,170,4,2025-10-19,no,7.049773,11.066049
BAN-002192,S00119,Ekshani,W001,LGA01,R. Kabo,227,2,2025-11-19,yes,7.049739,11.063715
BAN-002193,S01028,Jidetu,W014,LGA01,R. Dogo,166,1,2025-11-06,yes,7.519673,11.493052
BAN-002194,S01028,Jidetu,W014,LGA01,B. Abu,188,4,2025-11-21,yes,7.518066,11.493455
BAN-002195,S01028,Jidetu,W014,LGA01,U. Bala,186,3,2025-10-03,yes,7.519419,11.49227
BAN-002196,S02008,Enlari,W031,LGA03,A. Nura,202,3,2025-10-19,yes,8.055089,11.266108
BAN-002197,S01627,Yeshako-Arewa,W023,LGA03,M. Jibo,245,2,2025-10-15,yes,7.84564,11.282865
BAN-002198,S01627,Yeshako-Arewa,W023,LGA03,F. Tanko,1,3,2025-11-25,no,7.8463,11.282951
BAN-002199,S01627,Yeshako-Arewa,W023,LGA03,K. Nura,206,0,2025-10-25,yes,7.845735,11.285317
